sku_id,vendor_slug,vendor_brand,vendor_tier,vendor_status,name,peptide_canonical,peptide_variant,dose_value,dose_unit,format,concentration,bottle_size,list_price_usd,sale_price_usd,sale_observed_at,per_mg_price_usd,volume_tier_label,bundle_membership,crypto_discount_pct,subscription_price_usd,out_of_stock,url,raw_artifact,evidence_entry_id
edge-peptides:thymosin-alpha1-10mg,edge-peptides,Edge Peptides,2,ok,Thymosin Alpha-1 10 mg – 10 Vial Box,Thymosin Alpha-1,,10,mg,vial,,10 vials,500.0,,,0.5,10-pack,[],10,,false,https://edgepeptides.com/thymosin-alpha-1-10-vial-box/,03_raw_fetches/edge-peptides/product_018__thymosin-alpha1-10mg.md,claim-sku-018
edge-peptides:sermorelin-10mg,edge-peptides,Edge Peptides,2,ok,Sermorelin 10 mg – 10 Vial Box,Sermorelin,,10,mg,vial,,10 vials,485.0,,,0.485,10-pack,[],10,,false,https://edgepeptides.com/sermorelin-10mg-10-vial-box/,03_raw_fetches/edge-peptides/product_019__sermorelin-10mg.md,claim-sku-019
edge-peptides:sermorelin-5mg,edge-peptides,Edge Peptides,2,ok,Sermorelin 5 mg – 10 Vial Box,Sermorelin,,5,mg,vial,,10 vials,260.0,,,0.52,10-pack,[],10,,false,https://edgepeptides.com/sermorelin-5mg-10-vial-box/,03_raw_fetches/edge-peptides/product_020__sermorelin-5mg.md,claim-sku-020
edge-peptides:tesamorelin-20mg,edge-peptides,Edge Peptides,2,ok,Tesamorelin 20 mg – 10 Vial Box,Tesamorelin,,20,mg,vial,,10 vials,850.0,,,0.425,10-pack,[],10,,false,https://edgepeptides.com/tesamorelin-20mg-10-vial-box/,03_raw_fetches/edge-peptides/product_021__tesamorelin-20mg.md,claim-sku-021
edge-peptides:igf1-lr3-1mg,edge-peptides,Edge Peptides,2,ok,IGF-1 LR3 1 mg – 10 Vial Box,IGF-1 LR3,,1,mg,vial,,10 vials,590.0,,,59.0,10-pack,[],10,,false,https://edgepeptides.com/igf-1-lr3-1mg-10-vial-box/,03_raw_fetches/edge-peptides/product_022__igf1-lr3-1mg.md,claim-sku-022
edge-peptides:ghrp2-10mg,edge-peptides,Edge Peptides,2,ok,GHRP-2 10 mg – 10 Vial Box,GHRP-2,,10,mg,vial,,10 vials,154.0,,,0.154,10-pack,[],10,,false,https://edgepeptides.com/ghrp-2-10mg-10-vial-box/,03_raw_fetches/edge-peptides/product_023__ghrp2-10mg.md,claim-sku-023
edge-peptides:ghrp6-10mg,edge-peptides,Edge Peptides,2,ok,GHRP-6 10 mg – 10 Vial Box,GHRP-6,,10,mg,vial,,10 vials,154.0,,,0.154,10-pack,[],10,,false,https://edgepeptides.com/ghrp-6-10mg-10-vial-box/,03_raw_fetches/edge-peptides/product_024__ghrp6-10mg.md,claim-sku-024
edge-peptides:aod9604-5mg,edge-peptides,Edge Peptides,2,ok,AOD9604 5 mg – 10 Vial Box,AOD9604,,5,mg,vial,,10 vials,315.0,,,0.63,10-pack,[],10,,false,https://edgepeptides.com/aod9604-5mg-10-vial-box/,03_raw_fetches/edge-peptides/product_025__aod9604-5mg.md,claim-sku-025
edge-peptides:hgh-frag-5mg,edge-peptides,Edge Peptides,2,ok,HGH Fragment 176-191 5 mg – 10 Vial Box,HGH Fragment 176-191,,5,mg,vial,,10 vials,295.0,,,0.59,10-pack,[],10,,false,https://edgepeptides.com/hgh-fragment-176-191-5mg-10-vial-box/,03_raw_fetches/edge-peptides/product_026__hgh-frag-5mg.md,claim-sku-026
edge-peptides:na-semax-amidate-10mg,edge-peptides,Edge Peptides,2,ok,N-Acetyl Semax Amidate 10 mg – 10 Vial Box,Semax,nasal_spray,10,mg,vial,,10 vials,210.0,,,0.21,10-pack,[],10,,false,https://edgepeptides.com/na-semax-amidate-10-vial-box/,03_raw_fetches/edge-peptides/product_027__na-semax-amidate.md,claim-sku-027
edge-peptides:na-selank-amidate-10mg,edge-peptides,Edge Peptides,2,ok,N-Acetyl Selank Amidate 10 mg – 10 Vial Box,Selank,nasal_spray,10,mg,vial,,10 vials,210.0,,,0.21,10-pack,[],10,,false,https://edgepeptides.com/na-selank-amidate-10-vial-box/,03_raw_fetches/edge-peptides/product_028__na-selank-amidate.md,claim-sku-028
edge-peptides:cerebrolysin-30mg,edge-peptides,Edge Peptides,2,ok,Cerebrolysin 30 mg – 10 Vial Box,other,,30,mg,vial,,10 vials,160.0,,,0.0533,10-pack,[],10,,false,https://edgepeptides.com/cerebrolysin-10-vial-box/,03_raw_fetches/edge-peptides/product_029__cerebrolysin-30mg.md,claim-sku-029
edge-peptides:ghk-cu-50mg,edge-peptides,Edge Peptides,2,ok,GHK-Cu (Copper Peptide) 50 mg – 10 Vial Box,GHK-Cu,,50,mg,vial,,10 vials,140.0,,,0.28,10-pack,[],10,,false,https://edgepeptides.com/ghk-cu-copper-peptide-50mg-10-vial-box/,03_raw_fetches/edge-peptides/product_030__ghk-cu-50mg.md,claim-sku-030
edge-peptides:kpv-10mg,edge-peptides,Edge Peptides,2,ok,KPV 10 mg – 10 Vial Box,KPV,,10,mg,vial,,10 vials,280.0,,,0.28,10-pack,[],10,,false,https://edgepeptides.com/kpv-10mg-10-vial-box/,03_raw_fetches/edge-peptides/product_031__kpv-10mg.md,claim-sku-031
edge-peptides:ll37-5mg,edge-peptides,Edge Peptides,2,ok,LL-37 5 mg – 10 Vial Box,LL-37,,5,mg,vial,,10 vials,333.0,,,0.666,10-pack,[],10,,false,https://edgepeptides.com/ll-37-10-vial-box/,03_raw_fetches/edge-peptides/product_032__ll37-5mg.md,claim-sku-032
edge-peptides:glutathione-600mg,edge-peptides,Edge Peptides,2,ok,Glutathione 600 mg – 10 Vial Box,other,,600,mg,vial,,10 vials,255.0,,,0.0425,10-pack,[],10,,false,https://edgepeptides.com/glutathione-10-vial-box/,03_raw_fetches/edge-peptides/product_033__glutathione-600mg.md,claim-sku-033
edge-peptides:bpc157-tb500-blend-10mg,edge-peptides,Edge Peptides,2,ok,BPC-157 + TB-500 Blend 10/10 mg – 10 Vial Box,other,,20,mg,vial,,10 vials,500.0,,,0.25,10-pack,"[""bpc-tb-blend""]",10,,false,https://edgepeptides.com/bpc-157-tb-500-blend-10mg-10-vial-box/,03_raw_fetches/edge-peptides/product_034__bpc157-tb500-blend-10mg.md,claim-sku-034
edge-peptides:bpc157-tb500-blend-5mg,edge-peptides,Edge Peptides,2,ok,BPC-157 + TB-500 Blend 5/5 mg – 10 Vial Box,other,,10,mg,vial,,10 vials,385.0,,,0.385,10-pack,"[""bpc-tb-blend""]",10,,false,https://edgepeptides.com/bpc-157-tb-500-blend-5mg-10-vial-box/,03_raw_fetches/edge-peptides/product_035__bpc157-tb500-blend-5mg.md,claim-sku-035
edge-peptides:tesa-ipa-blend-10mg,edge-peptides,Edge Peptides,2,ok,Tesamorelin + Ipamorelin Blend 10/3 mg – 10 Vial Box,other,,13,mg,vial,,10 vials,540.0,,,0.4154,10-pack,"[""tesa-ipa-blend""]",10,,false,https://edgepeptides.com/tesamorelin-ipamorelin-blend-10-vial-box/,03_raw_fetches/edge-peptides/product_036__tesa-ipa-blend-10mg.md,claim-sku-036
edge-peptides:tesa-ipa-blend-5mg,edge-peptides,Edge Peptides,2,ok,Tesamorelin + Ipamorelin Blend 5/5 mg – 10 Vial Box,other,,10,mg,vial,,10 vials,385.0,,,0.385,10-pack,"[""tesa-ipa-blend""]",10,,false,https://edgepeptides.com/tesamorelin-ipamorelin-blend-5mg-10-vial-box/,03_raw_fetches/edge-peptides/product_037__tesa-ipa-blend-5mg.md,claim-sku-037
edge-peptides:klow,edge-peptides,Edge Peptides,2,ok,KLOW 50/10/10/10 mg – 10 Vial Box,other,,80,mg,vial,,10 vials,730.0,,,0.9125,10-pack,"[""klow-blend""]",10,,false,https://edgepeptides.com/klow-10-vial-box/,03_raw_fetches/edge-peptides/product_038__klow.md,claim-sku-038
edge-peptides:glow,edge-peptides,Edge Peptides,2,ok,GLOW 50/10/10 mg – 10 Vial Box,other,,70,mg,vial,,10 vials,560.0,,,0.8,10-pack,"[""glow-blend""]",10,,false,https://edgepeptides.com/glow-50-mg-10-vial-box/,03_raw_fetches/edge-peptides/product_039__glow.md,claim-sku-039
edge-peptides:hcg-1000iu,edge-peptides,Edge Peptides,2,ok,HCG 1000 IU – 10 Vial Box,HCG,,1000,mcg,vial,,10 vials,140.0,,,0.14,10-pack,[],10,,false,https://edgepeptides.com/hcg-10-vial-box/,03_raw_fetches/edge-peptides/product_040__hcg-1000-5000iu.md,claim-sku-040
edge-peptides:oxytocin-10mg,edge-peptides,Edge Peptides,2,ok,Oxytocin 10 mg – 10 Vial Box,Oxytocin,,10,mg,vial,,10 vials,140.0,,,0.14,10-pack,[],10,,false,https://edgepeptides.com/oxytocin-10mg-10-vial-box/,03_raw_fetches/edge-peptides/product_041__oxytocin-10mg.md,claim-sku-041
edge-peptides:melanotan1-10mg,edge-peptides,Edge Peptides,2,ok,Melanotan 1 10 mg – 10 Vial Box,Melanotan-1,,10,mg,vial,,10 vials,150.0,,,0.15,10-pack,[],10,,false,https://edgepeptides.com/melanotan-1-10mg-10-vial-box/,03_raw_fetches/edge-peptides/product_042__melanotan1-10mg.md,claim-sku-042
edge-peptides:ara290-16mg,edge-peptides,Edge Peptides,2,ok,ARA-290 16 mg – 10 Vial Box,ARA-290,,16,mg,vial,,10 vials,330.0,,,0.2063,10-pack,[],10,,false,https://edgepeptides.com/ara-290-10-vial-box/,03_raw_fetches/edge-peptides/product_043__ara290-16mg.md,claim-sku-043
edge-peptides:5amino1mq-50mg,edge-peptides,Edge Peptides,2,ok,5-Amino-1MQ 50 mg – 10 Vial Box,5-Amino-1MQ,,50,mg,vial,,10 vials,420.0,,,0.084,10-pack,[],10,,false,https://edgepeptides.com/5-amino-1mq-50mg-10-vial-box/,03_raw_fetches/edge-peptides/product_044__5amino1mq-50mg.md,claim-sku-044
edge-peptides:5amino1mq-10mg,edge-peptides,Edge Peptides,2,ok,5-Amino-1MQ 10 mg – 10 Vial Box,5-Amino-1MQ,,10,mg,vial,,10 vials,210.0,,,0.21,10-pack,[],10,,false,https://edgepeptides.com/5-amino-1mq-10mg-10-vial-box/,03_raw_fetches/edge-peptides/product_045__5amino1mq-10mg.md,claim-sku-045
edge-peptides:adamax-10mg,edge-peptides,Edge Peptides,2,ok,Adamax 10 mg – 10 Vial Box,other,,10,mg,vial,,10 vials,720.0,,,0.72,10-pack,[],10,,false,https://edgepeptides.com/adamax-10-vial-box/,03_raw_fetches/edge-peptides/product_046__adamax-10mg.md,claim-sku-046
edge-peptides:pe2228-10mg,edge-peptides,Edge Peptides,2,ok,PE-22-28 10 mg – 10 Vial Box,PE-22-28,,10,mg,vial,,10 vials,280.0,,,0.28,10-pack,[],10,,false,https://edgepeptides.com/pe-22-28-10-vial-box/,03_raw_fetches/edge-peptides/product_047__pe2228-10mg.md,claim-sku-047
edge-peptides:testagen-20mg,edge-peptides,Edge Peptides,2,ok,Testagen 20 mg – 10 Vial Box,Testagen,,20,mg,vial,,10 vials,375.0,,,0.1875,10-pack,[],10,,false,https://edgepeptides.com/testagen-10-vial-box/,03_raw_fetches/edge-peptides/product_048__testagen-20mg.md,claim-sku-048
edge-peptides:ovagen-20mg,edge-peptides,Edge Peptides,2,ok,Ovagen 20 mg – 10 Vial Box,other,,20,mg,vial,,10 vials,375.0,,,0.1875,10-pack,[],10,,false,https://edgepeptides.com/ovagen-10-vial-box/,03_raw_fetches/edge-peptides/product_049__ovagen-20mg.md,claim-sku-049
edge-peptides:vilon-20mg,edge-peptides,Edge Peptides,2,ok,Vilon 20 mg – 10 Vial Box,other,,20,mg,vial,,10 vials,375.0,,,0.1875,10-pack,[],10,,false,https://edgepeptides.com/vilon-10-vial-box/,03_raw_fetches/edge-peptides/product_050__vilon-20mg.md,claim-sku-050
edge-peptides:chonluten-20mg,edge-peptides,Edge Peptides,2,ok,Chonluten 20 mg – 10 Vial Box,other,,20,mg,vial,,10 vials,375.0,,,0.1875,10-pack,[],10,,false,https://edgepeptides.com/chonluten-10-vial-box/,03_raw_fetches/edge-peptides/product_051__chonluten-20mg.md,claim-sku-051
edge-peptides:cortagen-20mg,edge-peptides,Edge Peptides,2,ok,Cortagen 20 mg – 10 Vial Box,other,,20,mg,vial,,10 vials,375.0,,,0.1875,10-pack,[],10,,false,https://edgepeptides.com/cortagen-10-vial-box/,03_raw_fetches/edge-peptides/product_052__cortagen-20mg.md,claim-sku-052
edge-peptides:cartalax-20mg,edge-peptides,Edge Peptides,2,ok,Cartalax 20 mg – 10 Vial Box,other,,20,mg,vial,,10 vials,375.0,,,0.1875,10-pack,[],10,,false,https://edgepeptides.com/cartalax-10-vial-box/,03_raw_fetches/edge-peptides/product_053__cartalax-20mg.md,claim-sku-053
edge-peptides:prostamax-20mg,edge-peptides,Edge Peptides,2,ok,Prostamax 20 mg – 10 Vial Box,other,,20,mg,vial,,10 vials,375.0,,,0.1875,10-pack,[],10,,false,https://edgepeptides.com/prostamax-10-vial-box/,03_raw_fetches/edge-peptides/product_054__prostamax-20mg.md,claim-sku-054
edge-peptides:vesugen-20mg,edge-peptides,Edge Peptides,2,ok,Vesugen 20 mg – 10 Vial Box,other,,20,mg,vial,,10 vials,375.0,,,0.1875,10-pack,[],10,,false,https://edgepeptides.com/vesugen-10-vial-box/,03_raw_fetches/edge-peptides/product_055__vesugen-20mg.md,claim-sku-055
edge-peptides:pinealon-20mg,edge-peptides,Edge Peptides,2,ok,Pinealon 20 mg – 10 Vial Box,other,,20,mg,vial,,10 vials,375.0,,,0.1875,10-pack,[],10,,false,https://edgepeptides.com/pinealon-20mg-10-vial-box/,03_raw_fetches/edge-peptides/product_056__pinealon-20mg.md,claim-sku-056
edge-peptides:snap8-10mg,edge-peptides,Edge Peptides,2,ok,Acetyl Octapeptide-3 (SNAP-8) 10 mg – 10 Vial Box,SNAP-8,,10,mg,vial,,10 vials,140.0,,,0.14,10-pack,[],10,,false,https://edgepeptides.com/acetyl-octapeptide-3-snap-8-10mg-10-vial-box/,03_raw_fetches/edge-peptides/product_057__snap8-10mg.md,claim-sku-057
edge-peptides:cagrilintide-10mg,edge-peptides,Edge Peptides,2,ok,Cagrilintide 10 mg – 10 Vial Box,Cagrilintide,,10,mg,vial,,10 vials,580.0,,,0.58,10-pack,[],10,,false,https://edgepeptides.com/cagrilintide-10mg-10-vial-box/,03_raw_fetches/edge-peptides/product_058__cagrilintide-10mg.md,claim-sku-058
edge-peptides:cagrilintide-5mg,edge-peptides,Edge Peptides,2,ok,Cagrilintide 5 mg – 10 Vial Box,Cagrilintide,,5,mg,vial,,10 vials,350.0,,,0.7,10-pack,[],10,,false,https://edgepeptides.com/cagrilintide-5mg-10-vial-box/,03_raw_fetches/edge-peptides/product_059__cagrilintide-5mg.md,claim-sku-059
edge-peptides:mazdutide-10mg,edge-peptides,Edge Peptides,2,ok,Mazdutide 10 mg – 10 Vial Box,Mazdutide,,10,mg,vial,,10 vials,485.0,,,0.485,10-pack,[],10,,false,https://edgepeptides.com/mazdutide-10mg-10-vial-box/,03_raw_fetches/edge-peptides/product_060__mazdutide-10mg.md,claim-sku-060
edge-peptides:mazdutide-5mg,edge-peptides,Edge Peptides,2,ok,Mazdutide 5 mg – 10 Vial Box,Mazdutide,,5,mg,vial,,10 vials,300.0,,,0.6,10-pack,[],10,,false,https://edgepeptides.com/mazdutide-5mg-10-vial-box/,03_raw_fetches/edge-peptides/product_061__mazdutide-5mg.md,claim-sku-061
edge-peptides:survodutide-10mg,edge-peptides,Edge Peptides,2,ok,Survodutide 10 mg – 10 Vial Box,other,,10,mg,vial,,10 vials,690.0,,,0.69,10-pack,[],10,,false,https://edgepeptides.com/survodutide-10mg-10-vial-box/,03_raw_fetches/edge-peptides/product_062__survodutide-10mg.md,claim-sku-062
edge-peptides:cagri-sema-blend-5mg,edge-peptides,Edge Peptides,2,ok,Cagrilintide + Semaglutide Blend 5/5 mg – 10 Vial Box,other,,10,mg,vial,,10 vials,650.0,,,0.65,10-pack,"[""cagri-sema-blend""]",10,,false,https://edgepeptides.com/cagrilintide-semaglutide-blend-5mg/,03_raw_fetches/edge-peptides/product_063__cagri-sema-blend.md,claim-sku-063
edge-peptides:kisspeptin10-10mg,edge-peptides,Edge Peptides,2,ok,Kisspeptin-10 10 mg – 10 Vial Box,Kisspeptin-10,,10,mg,vial,,10 vials,250.0,,,0.25,10-pack,[],10,,false,https://edgepeptides.com/kisspeptin-10-10-vial-box/,03_raw_fetches/edge-peptides/product_064__kisspeptin10-10mg.md,claim-sku-064
edge-peptides:lcarnitine-10g,edge-peptides,Edge Peptides,2,ok,L-Carnitine 10 g – 10 Vial Box,other,,10000,mg,vial,,10 vials,700.0,,,0.07,10-pack,[],10,,false,https://edgepeptides.com/l-carnitine-10-vial-box/,03_raw_fetches/edge-peptides/product_065__lcarnitine-10g.md,claim-sku-065
eliteedgebiotech:bpc-157-5mg,eliteedgebiotech,Elite Edge Biotech,3,partial,BPC-157 5mg,BPC-157,,5,mg,vial,,,46.0,23.0,2026-04-06T17:35:11Z,4.6,,[],0,,true,https://eliteedgebiotech.com/peptides/bpc-157/,03_raw_fetches/eliteedgebiotech/product_1__bpc-157.md,claim-5
eliteedgebiotech:bpc-157-10mg,eliteedgebiotech,Elite Edge Biotech,3,partial,BPC-157 10mg,BPC-157,,10,mg,vial,,,76.0,38.0,2026-04-06T17:35:11Z,3.8,,[],0,,true,https://eliteedgebiotech.com/peptides/bpc-157/,03_raw_fetches/eliteedgebiotech/product_1__bpc-157.md,claim-5
eliteedgebiotech:ghk-cu-range,eliteedgebiotech,Elite Edge Biotech,3,partial,"GHK-Cu (multi-variant, range)",GHK-Cu,,,mg,vial,,,,30.0,2026-04-06T17:35:00Z,,,[],0,,false,https://eliteedgebiotech.com/peptides/ghk-cu/,03_raw_fetches/eliteedgebiotech/homepage.md,claim-6
eliteedgebiotech:mots-c-range,eliteedgebiotech,Elite Edge Biotech,3,partial,"MOTS-c (multi-variant, range)",MOTS-c,,,mg,vial,,,,49.99,2026-04-06T17:35:00Z,,,[],0,,false,https://eliteedgebiotech.com/peptides/mots-c/,03_raw_fetches/eliteedgebiotech/homepage.md,claim-7
eliteedgebiotech:tesamorelin-10mg,eliteedgebiotech,Elite Edge Biotech,3,partial,Tesamorelin 10mg,other,,10,mg,vial,,,84.99,43.0,2026-04-06T17:35:00Z,4.3,,[],0,,false,https://eliteedgebiotech.com/peptides/tesamorelin/,03_raw_fetches/eliteedgebiotech/homepage.md,claim-8
eliteedgebiotech:epithalon-10mg,eliteedgebiotech,Elite Edge Biotech,3,partial,Epithalon 10mg,Epithalon,,10,mg,vial,,,59.99,30.0,2026-04-06T17:35:11Z,3.0,,[],0,,true,https://eliteedgebiotech.com/peptides/epithalon/,03_raw_fetches/eliteedgebiotech/product_1__bpc-157.md,claim-9
eliteedgebiotech:dsip-5mg,eliteedgebiotech,Elite Edge Biotech,3,partial,DSIP 5mg,DSIP,,5,mg,vial,,,39.99,20.0,2026-04-06T17:35:11Z,4.0,,[],0,,false,https://eliteedgebiotech.com/peptides/dsip-5mg/,03_raw_fetches/eliteedgebiotech/product_1__bpc-157.md,claim-10
eliteedgebiotech:cjc-1295-no-dac-5mg,eliteedgebiotech,Elite Edge Biotech,3,partial,CJC-1295 (No DAC) 5mg,CJC-1295 (no DAC),,5,mg,vial,,,89.99,45.0,2026-04-06T17:35:11Z,9.0,,[],0,,false,https://eliteedgebiotech.com/peptides/cjc-1295-no-dac/,03_raw_fetches/eliteedgebiotech/product_1__bpc-157.md,claim-11
eliteedgebiotech:igf-1-lr3-1mg,eliteedgebiotech,Elite Edge Biotech,3,partial,IGF-1 LR3 1mg,IGF-1 LR3,,1,mg,vial,,,65.0,32.5,2026-04-06T17:35:11Z,32.5,,[],0,,true,https://eliteedgebiotech.com/peptides/igf-1-lr3/,03_raw_fetches/eliteedgebiotech/catalog_1.md,claim-12
empower-peptides:bpc-157-5mg,empower-peptides,Empower Peptides,3,ok,BPC-157 – Recovery and Repair Peptide 5mg,BPC-157,empty,5,mg,vial,empty,5mg vial,36.0,,,7.2,empty,[],0,,false,https://empower-peptides.com/products/bpc-157,03_raw_fetches/empower-peptides/product_1__bpc-157.md,claim-10
empower-peptides:bpc-157-10mg,empower-peptides,Empower Peptides,3,ok,BPC-157 – Recovery and Repair Peptide 10mg,BPC-157,empty,10,mg,vial,empty,10mg vial,78.0,,,7.8,empty,[],0,,uncertain,https://empower-peptides.com/products/bpc-157,03_raw_fetches/empower-peptides/product_1__bpc-157.md,claim-10
empower-peptides:ghk-cu-low,empower-peptides,Empower Peptides,3,ok,GHK-Cu – Recovery and Repair Peptide (low dose),GHK-Cu,empty,0,mg,vial,empty,uncertain,43.0,,,0,empty,[],0,,false,https://empower-peptides.com/products/ghk-cu,03_raw_fetches/empower-peptides/catalog_1.md,claim-11
empower-peptides:mots-c,empower-peptides,Empower Peptides,3,ok,MOTS-c – Cognitive and Longevity Peptide,MOTS-c,empty,0,mg,vial,empty,uncertain,45.0,,,0,empty,[],0,,false,https://empower-peptides.com/products/mots-c,03_raw_fetches/empower-peptides/homepage.md,claim-12
empower-peptides:tb-500-bpc-157-wolverine-stack,empower-peptides,Empower Peptides,3,ok,TB-500 + BPC-157 (Wolverine Stack) – Recovery and Repair Peptide,other,empty,0,mg,vial,empty,uncertain,55.0,,,0,empty,"[""wolverine-stack""]",0,,false,https://empower-peptides.com/products/tb-500-bpc-157-wolverine-stack,03_raw_fetches/empower-peptides/homepage.md,claim-13
empower-peptides:epithalon-5mg,empower-peptides,Empower Peptides,3,ok,Epithalon (Epitalon or Epithalamin) – Cognitive and Longevity Peptide,Epithalon,empty,0,mg,vial,empty,uncertain,44.0,,,0,empty,[],0,,false,https://empower-peptides.com/products/epithalon-epitalon-or-epithalamin,03_raw_fetches/empower-peptides/catalog_1.md,claim-14
eternal-peptides:bpc-157-5mg,eternal-peptides,Eternal Peptides,2,ok,BPC-157 5mg,BPC-157,acetate,5,mg,vial,,,39.99,,,8.0,1-pack,[],0,,false,https://eternalpeptides.com/product/bpc-157-10mg/,03_raw_fetches/eternal-peptides/product_1__bpc-157-10mg.md,claim-sku-bpc157-5mg
eternal-peptides:bpc-157-10mg,eternal-peptides,Eternal Peptides,2,ok,BPC-157 10mg,BPC-157,acetate,10,mg,vial,,,64.99,,,6.5,1-pack,[],0,,false,https://eternalpeptides.com/product/bpc-157-10mg/,03_raw_fetches/eternal-peptides/product_1__bpc-157-10mg.md,claim-sku-bpc157-10mg
eternal-peptides:bpc-157-tablets-50ct,eternal-peptides,Eternal Peptides,2,ok,BPC-157 tablets 50 count (500mcg each),BPC-157,other,25,mg,capsule,500mcg per tablet,50 count,149.99,,,6.0,1-pack,[],0,,false,https://eternalpeptides.com/product/bpc-157-tablets-50-count/,03_raw_fetches/eternal-peptides/product_27__bpc-157-tablets.md,claim-sku-bpc157-tablets
eternal-peptides:tb-500-5mg,eternal-peptides,Eternal Peptides,2,ok,TB-500 5mg,TB-500,acetate,5,mg,vial,,,44.99,,,9.0,1-pack,[],0,,false,https://eternalpeptides.com/product/tb-500-10mg/,03_raw_fetches/eternal-peptides/product_2__tb-500-10mg.md,claim-sku-tb500-5mg
eternal-peptides:tb-500-10mg,eternal-peptides,Eternal Peptides,2,ok,TB-500 10mg,TB-500,acetate,10,mg,vial,,,74.99,,,7.5,1-pack,[],0,,false,https://eternalpeptides.com/product/tb-500-10mg/,03_raw_fetches/eternal-peptides/product_2__tb-500-10mg.md,claim-sku-tb500-10mg
eternal-peptides:ghk-cu-50mg,eternal-peptides,Eternal Peptides,2,ok,GHK-Cu 50mg,GHK-Cu,empty,50,mg,vial,,,54.99,,,1.1,1-pack,[],0,,false,https://eternalpeptides.com/product/ghk-cu-100mg/,03_raw_fetches/eternal-peptides/product_3__ghk-cu-100mg.md,claim-sku-ghkcu-50mg
eternal-peptides:ghk-cu-100mg,eternal-peptides,Eternal Peptides,2,ok,GHK-Cu 100mg,GHK-Cu,empty,100,mg,vial,,,79.99,,,0.8,1-pack,[],0,,false,https://eternalpeptides.com/product/ghk-cu-100mg/,03_raw_fetches/eternal-peptides/product_3__ghk-cu-100mg.md,claim-sku-ghkcu-100mg
eternal-peptides:glp-3-r-5mg,eternal-peptides,Eternal Peptides,2,ok,GLP-3 (R) 5mg (Retatrutide),Retatrutide,empty,5,mg,vial,,,54.99,,,11.0,1-pack,[],0,,false,https://eternalpeptides.com/product/glp-3-r-20mg/,03_raw_fetches/eternal-peptides/product_4__glp-3-r-20mg.md,claim-sku-glp3r-5mg
eternal-peptides:glp-3-r-10mg,eternal-peptides,Eternal Peptides,2,ok,GLP-3 (R) 10mg (Retatrutide),Retatrutide,empty,10,mg,vial,,,99.99,,,10.0,1-pack,[],0,,false,https://eternalpeptides.com/product/glp-3-r-20mg/,03_raw_fetches/eternal-peptides/product_4__glp-3-r-20mg.md,claim-sku-glp3r-10mg
eternal-peptides:glp-3-r-20mg,eternal-peptides,Eternal Peptides,2,ok,GLP-3 (R) 20mg (Retatrutide),Retatrutide,empty,20,mg,vial,,,175.99,,,8.8,1-pack,[],0,,false,https://eternalpeptides.com/product/glp-3-r-20mg/,03_raw_fetches/eternal-peptides/product_4__glp-3-r-20mg.md,claim-sku-glp3r-20mg
eternal-peptides:bpc-157-tb-500-blend-5-5mg,eternal-peptides,Eternal Peptides,2,ok,BPC-157 & TB-500 Blend 5/5mg,BPC-157,empty,10,mg,vial,BPC-157 5mg + TB-500 5mg,,74.99,,,7.5,1-pack,[],0,,false,https://eternalpeptides.com/product/bpc-157-tb-500-10-10mg-blend/,03_raw_fetches/eternal-peptides/product_5__bpc-157-tb-500-blend.md,claim-sku-blend-bpc-tb-5-5
eternal-peptides:bpc-157-tb-500-blend-10-10mg,eternal-peptides,Eternal Peptides,2,ok,BPC-157 & TB-500 Blend 10/10mg,BPC-157,empty,20,mg,vial,BPC-157 10mg + TB-500 10mg,,139.99,,,7.0,1-pack,[],0,,false,https://eternalpeptides.com/product/bpc-157-tb-500-10-10mg-blend/,03_raw_fetches/eternal-peptides/product_5__bpc-157-tb-500-blend.md,claim-sku-blend-bpc-tb-10-10
eternal-peptides:cjc-1295-ipamorelin-nodac-5-5mg,eternal-peptides,Eternal Peptides,2,ok,CJC 1295 + Ipamorelin (No DAC) 5mg/5mg,CJC-1295,empty,10,mg,vial,CJC 5mg + Ipamorelin 5mg,,84.99,,,8.5,1-pack,[],0,,false,https://eternalpeptides.com/product/cjc-ipamorelin-no-dac-5mg-5mg/,03_raw_fetches/eternal-peptides/product_6__cjc-ipamorelin-no-dac.md,claim-sku-cjc-ipa
eternal-peptides:tesamorelin-5mg,eternal-peptides,Eternal Peptides,2,ok,Tesamorelin 5mg,Tesamorelin,empty,5,mg,vial,,,52.99,,,10.6,1-pack,[],0,,false,https://eternalpeptides.com/product/tesamorelin-10mg/,03_raw_fetches/eternal-peptides/product_7__tesamorelin-10mg.md,claim-sku-tesamorelin-5mg
eternal-peptides:tesamorelin-10mg,eternal-peptides,Eternal Peptides,2,ok,Tesamorelin 10mg,Tesamorelin,empty,10,mg,vial,,,89.99,,,9.0,1-pack,[],0,,false,https://eternalpeptides.com/product/tesamorelin-10mg/,03_raw_fetches/eternal-peptides/product_7__tesamorelin-10mg.md,claim-sku-tesamorelin-10mg
eternal-peptides:mots-c-10mg,eternal-peptides,Eternal Peptides,2,ok,MOTS-C 10mg,MOTS-c,empty,10,mg,vial,,,59.99,,,6.0,1-pack,[],0,,false,https://eternalpeptides.com/product/mots-c-10mg/,03_raw_fetches/eternal-peptides/product_8__mots-c-10mg.md,claim-sku-mots-c
